Alectoris graeca
Alectoris chukar
Cygnus olor
Aythya nyroca
Anas platyrhynchos
Tachybaptus ruficollis
Columba livia
Streptopelia turtur
Streptopelia decaocto
Caprimulgus europaeus
Tachymarptis melba
Apus pallidus
Apus apus
Rallus aquaticus
Gallinula chloropus
Fulica atra
Hydrobates pelagicus
Botaurus stellaris
Ixobrychus minutus
Ardea cinerea
Gulosus aristotelis
Himantopus himantopus
Charadrius dubius
Ichthyaetus audouinii
Larus michahellis
Sterna hirundo
Thalasseus sandvicensis
Tyto alba
Athene noctua
Otus scops
Strix aluco
Bubo bubo
Pernis apivorus
Circaetus gallicus
Aquila fasciata
Circus aeruginosus
Accipiter nisus
Buteo buteo
Buteo rufinus
Upupa epops
Merops apiaster
Falco naumanni
Falco tinnunculus
Falco eleonorae
Falco subbuteo
Falco peregrinus
Psittacula krameri
Lanius collurio
Lanius minor
Lanius senator
Garrulus glandarius
Pica pica
Coloeus monedula
Corvus corax
Corvus corone
Periparus ater
Poecile lugubris
Cyanistes caeruleus
Parus major
Remiz pendulinus
Calandrella brachydactyla
Lullula arborea
Galerida cristata
Cisticola juncidis
Iduna pallida
Hippolais olivetorum
Acrocephalus scirpaceus
Acrocephalus arundinaceus
Delichon urbicum
Cecropis daurica
Hirundo rustica
Ptyonoprogne rupestris
Phylloscopus collybita
Cettia cetti
Aegithalos caudatus
Sylvia atricapilla
Curruca crassirostris
Curruca melanocephala
Curruca cantillans
Curruca iberiae
Curruca ruppeli
Curruca communis
Certhia brachydactyla
Sitta neumayer
Troglodytes troglodytes
Turdus viscivorus
Turdus merula
Muscicapa striata
Erithacus rubecula
Luscinia megarhynchos
Monticola solitarius
Saxicola torquatus
Saxicola rubicola
Oenanthe oenanthe
Oenanthe hispanica
Oenanthe melanoleuca
Passer domesticus
Passer montanus
Anthus campestris
Motacilla flava
Motacilla cinerea
Motacilla alba
Fringilla coelebs
Chloris chloris
Linaria cannabina
Carduelis carduelis
Serinus serinus
Emberiza melanocephala
Emberiza calandra
Emberiza cia
Emberiza caesia
Emberiza cirlus
